time,allT,allF,alt1,perT3,perT10,perT100,perT1000,perT10000,perF3,perF10,perF100,perF1000,perF10000,burst5,burst50,burst500,burst5000,
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
40,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
80,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
120,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
160,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
200,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
240,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
280,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
320,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
360,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
400,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
440,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
480,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
520,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
560,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
600,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
640,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
680,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
720,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
760,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
800,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
840,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
880,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
920,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
960,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
1000,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
1040,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1080,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
1120,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1160,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1200,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1240,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1280,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1320,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
1360,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1400,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
1440,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
1480,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1520,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1560,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
1600,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
1640,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1680,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
1720,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1760,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1800,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1840,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1880,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
1920,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
1960,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
2000,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
2040,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
2080,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2120,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2160,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
2200,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
2240,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2280,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
2320,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2360,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2400,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
2440,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2480,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2520,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
2560,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2600,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
2640,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
2680,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2720,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2760,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
2800,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
2840,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2880,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
2920,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
2960,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3000,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0
3040,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3080,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3120,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
3160,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3200,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
3240,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
3280,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3320,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3360,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
3400,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
3440,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3480,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
3520,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3560,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3600,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
3640,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3680,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3720,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
3760,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
3800,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
3840,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
3880,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3920,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
3960,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
4000,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
4040,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4080,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
4120,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4160,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4200,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
4240,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4280,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4320,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
4360,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4400,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
4440,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
4480,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4520,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4560,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
4600,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
4640,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4680,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
4720,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4760,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
4800,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
4840,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4880,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
4920,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
4960,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5000,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
5040,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
5080,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5120,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5160,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
5200,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
5240,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5280,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
5320,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5360,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5400,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
5440,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5480,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5520,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
5560,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5600,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
5640,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
5680,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5720,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
5760,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
5800,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
5840,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5880,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
5920,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
5960,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
6000,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
6040,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6080,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6120,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
6160,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6200,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
6240,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
6280,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
6320,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
6360,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
6400,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
6440,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6480,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
6520,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6560,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6600,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
6640,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
6680,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
6720,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
6760,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
6800,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
6840,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
6880,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6920,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
6960,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
7000,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
7040,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
7080,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
7120,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
7160,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
7200,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
7240,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7280,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7320,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
7360,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7400,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
7440,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
7480,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
7520,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
7560,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
7600,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
7640,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7680,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0
7720,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7760,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
7800,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
7840,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
